,x,y,z,symbol,frame,set
0,0.0,0.0,0.6729598192750224,H,0,0
1,0.0,0.0,-0.6729598192750224,H,0,1
2,0.0188972612576,0.0,0.6729598192750224,H,1,0
3,0.0,0.0,-0.6729598192750224,H,1,1
4,0.0,0.0188972612576,0.6729598192750224,H,2,0
5,0.0,0.0,-0.6729598192750224,H,2,1
6,0.0,0.0,0.6918570805326224,H,3,0
7,0.0,0.0,-0.6729598192750224,H,3,1
8,0.0,0.0,0.6729598192750224,H,4,0
9,0.0188972612576,0.0,-0.6729598192750224,H,4,1
10,0.0,0.0,0.6729598192750224,H,5,0
11,0.0,0.0188972612576,-0.6729598192750224,H,5,1
12,0.0,0.0,0.6729598192750224,H,6,0
13,0.0,0.0,-0.6540625580174223,H,6,1
14,-0.0188972612576,0.0,0.6729598192750224,H,7,0
15,0.0,0.0,-0.6729598192750224,H,7,1
16,0.0,-0.0188972612576,0.6729598192750224,H,8,0
17,0.0,0.0,-0.6729598192750224,H,8,1
18,0.0,0.0,0.6540625580174223,H,9,0
19,0.0,0.0,-0.6729598192750224,H,9,1
20,0.0,0.0,0.6729598192750224,H,10,0
21,-0.0188972612576,0.0,-0.6729598192750224,H,10,1
22,0.0,0.0,0.6729598192750224,H,11,0
23,0.0,-0.0188972612576,-0.6729598192750224,H,11,1
24,0.0,0.0,0.6729598192750224,H,12,0
25,0.0,0.0,-0.6918570805326224,H,12,1
