ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,upload_speed_1,download_latency_1,upload_latency_1
185.18.250.197,5.065888336783962,-1,500,-1,-1,-1,5.065888336783962,-1,500,-1
185.18.250.13,4.74408797241802,-1,443,-1,-1,-1,4.74408797241802,-1,443,-1
185.18.250.210,4.571306765652366,-1,445,-1,-1,-1,4.571306765652366,-1,445,-1
185.18.250.91,5.6337916283979395,-1,435,-1,-1,-1,5.6337916283979395,-1,435,-1
185.18.250.216,2.2787087472269874,-1,384,-1,-1,-1,2.2787087472269874,-1,384,-1
185.18.250.155,7.673623010638743,-1,393,-1,-1,-1,7.673623010638743,-1,393,-1
185.18.250.119,4.524370132381822,-1,359,-1,-1,-1,4.524370132381822,-1,359,-1
185.18.250.78,5.50810559725692,-1,426,-1,-1,-1,5.50810559725692,-1,426,-1
185.18.250.3,5.348828998058732,-1,422,-1,-1,-1,5.348828998058732,-1,422,-1
185.18.250.174,5.053990549046456,-1,384,-1,-1,-1,5.053990549046456,-1,384,-1
185.18.250.194,4.715165181868385,-1,427,-1,-1,-1,4.715165181868385,-1,427,-1
185.18.250.97,4.429509001373693,-1,401,-1,-1,-1,4.429509001373693,-1,401,-1
185.18.250.95,5.09605623284255,-1,456,-1,-1,-1,5.09605623284255,-1,456,-1
185.18.250.48,5.319950112157448,-1,404,-1,-1,-1,5.319950112157448,-1,404,-1
185.18.250.212,5.468789787683987,-1,393,-1,-1,-1,5.468789787683987,-1,393,-1
185.18.250.76,5.493738333245905,-1,353,-1,-1,-1,5.493738333245905,-1,353,-1
185.18.250.1,8.159084441244142,-1,257,-1,-1,-1,8.159084441244142,-1,257,-1
185.18.250.153,7.00012068200009,-1,262,-1,-1,-1,7.00012068200009,-1,262,-1
185.18.250.27,6.819767142848583,-1,266,-1,-1,-1,6.819767142848583,-1,266,-1
185.18.250.125,7.214916768302062,-1,258,-1,-1,-1,7.214916768302062,-1,258,-1
173.245.59.221,7.486082530702701,-1,290,-1,-1,-1,7.486082530702701,-1,290,-1
173.245.49.71,7.901875537268412,-1,284,-1,-1,-1,7.901875537268412,-1,284,-1
173.245.58.191,5.529349128530252,-1,254,-1,-1,-1,5.529349128530252,-1,254,-1
173.245.49.64,6.834792071590309,-1,285,-1,-1,-1,6.834792071590309,-1,285,-1
173.245.58.149,6.358704841310538,-1,237,-1,-1,-1,6.358704841310538,-1,237,-1
154.84.175.177,6.509268804267849,-1,284,-1,-1,-1,6.509268804267849,-1,284,-1
154.84.175.101,5.746762392336635,-1,285,-1,-1,-1,5.746762392336635,-1,285,-1
154.84.175.108,7.5912941366966304,-1,275,-1,-1,-1,7.5912941366966304,-1,275,-1
154.84.175.216,6.503100572813934,-1,274,-1,-1,-1,6.503100572813934,-1,274,-1
154.84.175.21,6.824622671896971,-1,269,-1,-1,-1,6.824622671896971,-1,269,-1
154.84.175.249,7.093448927834585,-1,275,-1,-1,-1,7.093448927834585,-1,275,-1
154.84.175.180,6.211284240301755,-1,253,-1,-1,-1,6.211284240301755,-1,253,-1
154.84.175.161,11.384889559452073,-1,352,-1,-1,-1,11.384889559452073,-1,352,-1
154.84.175.226,6.206901265719805,-1,283,-1,-1,-1,6.206901265719805,-1,283,-1
154.84.175.69,6.845374641337303,-1,310,-1,-1,-1,6.845374641337303,-1,310,-1
154.84.175.17,5.783494144605303,-1,383,-1,-1,-1,5.783494144605303,-1,383,-1
154.84.175.41,6.628104849845841,-1,317,-1,-1,-1,6.628104849845841,-1,317,-1
154.84.175.117,6.45340637745465,-1,300,-1,-1,-1,6.45340637745465,-1,300,-1
154.84.175.56,6.040160346708502,-1,302,-1,-1,-1,6.040160346708502,-1,302,-1
154.84.175.229,5.774963044581277,-1,295,-1,-1,-1,5.774963044581277,-1,295,-1
154.84.175.63,6.347198720173533,-1,329,-1,-1,-1,6.347198720173533,-1,329,-1
154.84.175.227,7.187406678635468,-1,338,-1,-1,-1,7.187406678635468,-1,338,-1
154.84.175.12,7.110009596779215,-1,315,-1,-1,-1,7.110009596779215,-1,315,-1
154.84.175.162,4.925591369249661,-1,315,-1,-1,-1,4.925591369249661,-1,315,-1
154.84.175.228,8.291703798367887,-1,361,-1,-1,-1,8.291703798367887,-1,361,-1
185.238.228.172,8.330350634327889,-1,332,-1,-1,-1,8.330350634327889,-1,332,-1
185.238.228.94,4.568033478377554,-1,410,-1,-1,-1,4.568033478377554,-1,410,-1
185.238.228.64,7.19919560543908,-1,438,-1,-1,-1,7.19919560543908,-1,438,-1
185.238.228.29,4.511174794615113,-1,374,-1,-1,-1,4.511174794615113,-1,374,-1
185.238.228.173,6.721995298243505,-1,419,-1,-1,-1,6.721995298243505,-1,419,-1
185.238.228.221,5.83981035201528,-1,468,-1,-1,-1,5.83981035201528,-1,468,-1
185.238.228.227,6.786926133629226,-1,317,-1,-1,-1,6.786926133629226,-1,317,-1
185.238.228.208,5.445869911632614,-1,452,-1,-1,-1,5.445869911632614,-1,452,-1
185.238.228.251,7.28621392243254,-1,460,-1,-1,-1,7.28621392243254,-1,460,-1
185.238.228.122,8.274582675519696,-1,410,-1,-1,-1,8.274582675519696,-1,410,-1
185.238.228.34,7.139244175291509,-1,393,-1,-1,-1,7.139244175291509,-1,393,-1
185.238.228.139,5.070354881709028,-1,409,-1,-1,-1,5.070354881709028,-1,409,-1
185.238.228.25,6.816944910521569,-1,383,-1,-1,-1,6.816944910521569,-1,383,-1
185.238.228.26,6.404743045228211,-1,357,-1,-1,-1,6.404743045228211,-1,357,-1
185.238.228.103,6.233877488140473,-1,376,-1,-1,-1,6.233877488140473,-1,376,-1
185.238.228.106,7.896472507565279,-1,402,-1,-1,-1,7.896472507565279,-1,402,-1
185.238.228.7,6.828056662172101,-1,295,-1,-1,-1,6.828056662172101,-1,295,-1
185.176.26.59,6.995254952504606,-1,337,-1,-1,-1,6.995254952504606,-1,337,-1
185.176.26.42,6.897004726584315,-1,406,-1,-1,-1,6.897004726584315,-1,406,-1
185.176.26.47,6.041245927079915,-1,436,-1,-1,-1,6.041245927079915,-1,436,-1
185.176.26.49,7.642313222553946,-1,342,-1,-1,-1,7.642313222553946,-1,342,-1
185.176.26.201,7.219745564061473,-1,448,-1,-1,-1,7.219745564061473,-1,448,-1
185.176.26.83,6.412536457567325,-1,424,-1,-1,-1,6.412536457567325,-1,424,-1
185.176.26.185,6.410497420105741,-1,394,-1,-1,-1,6.410497420105741,-1,394,-1
