ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,upload_speed_1,download_latency_1,upload_latency_1
185.18.250.78,6.857421209467741,-1,360,-1,-1,-1,6.857421209467741,-1,360,-1
185.18.250.42,5.816154581587067,-1,328,-1,-1,-1,5.816154581587067,-1,328,-1
185.18.250.65,6.69602780017399,-1,403,-1,-1,-1,6.69602780017399,-1,403,-1
185.18.250.18,5.773112993482073,-1,348,-1,-1,-1,5.773112993482073,-1,348,-1
185.18.250.228,7.17631214893794,-1,328,-1,-1,-1,7.17631214893794,-1,328,-1
185.18.250.107,4.09460069220641,-1,363,-1,-1,-1,4.09460069220641,-1,363,-1
185.18.250.134,3.8004744093703073,-1,337,-1,-1,-1,3.8004744093703073,-1,337,-1
185.18.250.2,4.171419107974292,-1,381,-1,-1,-1,4.171419107974292,-1,381,-1
185.18.250.167,4.2704740390773335,-1,344,-1,-1,-1,4.2704740390773335,-1,344,-1
185.18.250.241,4.3307560121186714,-1,369,-1,-1,-1,4.3307560121186714,-1,369,-1
185.18.250.61,3.5449660644520202,-1,317,-1,-1,-1,3.5449660644520202,-1,317,-1
185.18.250.244,5.336585021415809,-1,302,-1,-1,-1,5.336585021415809,-1,302,-1
185.18.250.11,7.135612393402113,-1,352,-1,-1,-1,7.135612393402113,-1,352,-1
185.18.250.187,5.443193933256868,-1,302,-1,-1,-1,5.443193933256868,-1,302,-1
185.18.250.55,7.092709344635214,-1,302,-1,-1,-1,7.092709344635214,-1,302,-1
185.18.250.124,7.18011830225504,-1,319,-1,-1,-1,7.18011830225504,-1,319,-1
185.18.250.88,7.261628006709698,-1,255,-1,-1,-1,7.261628006709698,-1,255,-1
185.18.250.100,6.768739369189445,-1,257,-1,-1,-1,6.768739369189445,-1,257,-1
185.18.250.13,7.609666205239892,-1,273,-1,-1,-1,7.609666205239892,-1,273,-1
185.18.250.37,7.081187586194627,-1,270,-1,-1,-1,7.081187586194627,-1,270,-1
173.245.49.132,6.605514410881587,-1,264,-1,-1,-1,6.605514410881587,-1,264,-1
173.245.49.234,7.714129926898396,-1,259,-1,-1,-1,7.714129926898396,-1,259,-1
173.245.59.108,6.96390159769526,-1,259,-1,-1,-1,6.96390159769526,-1,259,-1
154.84.175.232,5.004551295438773,-1,322,-1,-1,-1,5.004551295438773,-1,322,-1
154.84.175.43,6.514445358989076,-1,330,-1,-1,-1,6.514445358989076,-1,330,-1
154.84.175.162,6.2104813004515655,-1,326,-1,-1,-1,6.2104813004515655,-1,326,-1
154.84.175.151,5.399333453480168,-1,307,-1,-1,-1,5.399333453480168,-1,307,-1
154.84.175.213,6.663005122966679,-1,327,-1,-1,-1,6.663005122966679,-1,327,-1
154.84.175.69,6.631255815713792,-1,305,-1,-1,-1,6.631255815713792,-1,305,-1
154.84.175.101,7.58970473629993,-1,331,-1,-1,-1,7.58970473629993,-1,331,-1
154.84.175.39,5.020356478694954,-1,305,-1,-1,-1,5.020356478694954,-1,305,-1
154.84.175.254,7.308172240542115,-1,260,-1,-1,-1,7.308172240542115,-1,260,-1
154.84.175.65,5.329243991251045,-1,255,-1,-1,-1,5.329243991251045,-1,255,-1
154.84.175.133,6.978325790922723,-1,255,-1,-1,-1,6.978325790922723,-1,255,-1
154.84.175.206,3.9564840561904773,-1,266,-1,-1,-1,3.9564840561904773,-1,266,-1
154.84.175.88,6.136184233146524,-1,298,-1,-1,-1,6.136184233146524,-1,298,-1
154.84.175.13,7.104199514234279,-1,284,-1,-1,-1,7.104199514234279,-1,284,-1
154.84.175.146,7.64509591705224,-1,269,-1,-1,-1,7.64509591705224,-1,269,-1
154.84.175.97,5.967724976639863,-1,269,-1,-1,-1,5.967724976639863,-1,269,-1
154.84.175.122,7.288244807364004,-1,268,-1,-1,-1,7.288244807364004,-1,268,-1
154.84.175.70,5.548766947465442,-1,301,-1,-1,-1,5.548766947465442,-1,301,-1
154.84.175.247,8.14660740575157,-1,266,-1,-1,-1,8.14660740575157,-1,266,-1
154.84.175.33,5.495373167014442,-1,284,-1,-1,-1,5.495373167014442,-1,284,-1
185.238.228.141,5.4536992015706325,-1,301,-1,-1,-1,5.4536992015706325,-1,301,-1
185.238.228.169,8.61698333092749,-1,377,-1,-1,-1,8.61698333092749,-1,377,-1
185.238.228.3,6.3529638755597375,-1,422,-1,-1,-1,6.3529638755597375,-1,422,-1
185.238.228.224,7.556950144277893,-1,284,-1,-1,-1,7.556950144277893,-1,284,-1
185.238.228.59,7.39344263156522,-1,353,-1,-1,-1,7.39344263156522,-1,353,-1
185.238.228.29,7.9142150532142805,-1,282,-1,-1,-1,7.9142150532142805,-1,282,-1
185.238.228.58,7.60516406601215,-1,378,-1,-1,-1,7.60516406601215,-1,378,-1
185.238.228.137,6.348356223756321,-1,343,-1,-1,-1,6.348356223756321,-1,343,-1
185.238.228.100,6.288982454463257,-1,282,-1,-1,-1,6.288982454463257,-1,282,-1
185.238.228.98,6.876557835577623,-1,278,-1,-1,-1,6.876557835577623,-1,278,-1
185.238.228.222,6.642828268234604,-1,323,-1,-1,-1,6.642828268234604,-1,323,-1
185.238.228.145,10.470804543900345,-1,383,-1,-1,-1,10.470804543900345,-1,383,-1
185.238.228.172,6.954370117208486,-1,290,-1,-1,-1,6.954370117208486,-1,290,-1
185.238.228.18,7.4216534776042655,-1,278,-1,-1,-1,7.4216534776042655,-1,278,-1
185.238.228.15,7.212597161723148,-1,282,-1,-1,-1,7.212597161723148,-1,282,-1
185.238.228.191,7.544244637584872,-1,287,-1,-1,-1,7.544244637584872,-1,287,-1
185.238.228.152,6.474829815406551,-1,386,-1,-1,-1,6.474829815406551,-1,386,-1
185.238.228.144,7.249419203899543,-1,422,-1,-1,-1,7.249419203899543,-1,422,-1
185.238.228.26,5.870097084773558,-1,327,-1,-1,-1,5.870097084773558,-1,327,-1
185.238.228.30,6.257759768852944,-1,401,-1,-1,-1,6.257759768852944,-1,401,-1
185.176.26.248,9.117868660010245,-1,344,-1,-1,-1,9.117868660010245,-1,344,-1
185.176.26.56,6.67010110191101,-1,409,-1,-1,-1,6.67010110191101,-1,409,-1
185.176.26.80,7.854830710386887,-1,407,-1,-1,-1,7.854830710386887,-1,407,-1
185.176.26.229,5.260672676685357,-1,417,-1,-1,-1,5.260672676685357,-1,417,-1
185.176.26.188,7.9298648651878665,-1,387,-1,-1,-1,7.9298648651878665,-1,387,-1
185.176.26.166,6.66520526465575,-1,330,-1,-1,-1,6.66520526465575,-1,330,-1
185.176.26.129,8.047202314004554,-1,317,-1,-1,-1,8.047202314004554,-1,317,-1
185.176.26.112,7.4504005643996525,-1,326,-1,-1,-1,7.4504005643996525,-1,326,-1
185.176.26.119,6.141701411687752,-1,379,-1,-1,-1,6.141701411687752,-1,379,-1
185.176.26.121,7.212563997918678,-1,426,-1,-1,-1,7.212563997918678,-1,426,-1
185.176.26.50,6.205309987889532,-1,359,-1,-1,-1,6.205309987889532,-1,359,-1
185.176.26.233,5.767300387367832,-1,351,-1,-1,-1,5.767300387367832,-1,351,-1
185.176.26.55,7.190936708453135,-1,415,-1,-1,-1,7.190936708453135,-1,415,-1
185.176.26.183,5.558137889799612,-1,444,-1,-1,-1,5.558137889799612,-1,444,-1
185.176.26.75,5.9105931469124595,-1,324,-1,-1,-1,5.9105931469124595,-1,324,-1
185.176.26.97,5.465552667591708,-1,316,-1,-1,-1,5.465552667591708,-1,316,-1
185.176.26.235,6.68069066086742,-1,336,-1,-1,-1,6.68069066086742,-1,336,-1
185.176.26.17,6.780423929299824,-1,331,-1,-1,-1,6.780423929299824,-1,331,-1
185.176.26.72,5.813315417817934,-1,332,-1,-1,-1,5.813315417817934,-1,332,-1
185.176.26.101,4.826202097827557,-1,324,-1,-1,-1,4.826202097827557,-1,324,-1
203.22.223.175,5.627787742303308,-1,329,-1,-1,-1,5.627787742303308,-1,329,-1
203.22.223.169,8.076466041826816,-1,338,-1,-1,-1,8.076466041826816,-1,338,-1
203.22.223.199,7.450616082547009,-1,355,-1,-1,-1,7.450616082547009,-1,355,-1
203.22.223.62,6.270366591435385,-1,352,-1,-1,-1,6.270366591435385,-1,352,-1
203.22.223.250,6.070743926969005,-1,336,-1,-1,-1,6.070743926969005,-1,336,-1
203.22.223.168,5.547919652974131,-1,338,-1,-1,-1,5.547919652974131,-1,338,-1
203.22.223.243,5.555160792020405,-1,294,-1,-1,-1,5.555160792020405,-1,294,-1
